,isindb-Title,isindb-ISIN,isindb-Country,isindb-Description,isindb-Type
0,UCHIDA YOKO CO LTD,JP3157200001,,,
0,,IM00B1HWL911,Isle of Man - IM,ORD GBP0.01,
0,,IE0033024807,,Health Care Providers & Services,
0,UDR INC. DL 1,US9026531049,United States,"Equity, ISIN US9026531049, WKN A0MM15, UF0",Equity
0,,US4441721002,,CDT-COM,
0,UESTRA HANN.VERKEHRSB.AG,DE0008250002,Germany,"Equity, ISIN DE0008250002, WKN 825000, HVB",Equity
0,,US9026731029,,COM,
0,UGI CORP.,US9026811052,United States,"Equity, ISIN US9026811052, WKN 887836, 3U6",Equity
0,,US9027481020,,COM,
0,,GB00B9MRZS43,GB,ORD GBP0.0001,
0,,JP3155900008,JAPAN,"SHS UKAI CO., LTD",EQUITY
0,,GB00B03HK741,Jersey - JE,ORD GBP0.10,
0,SHODENSYA CORPORATION,JP3363000005,JAPAN,SHS SHODENSYA CORP. ORD REG,EQUITY
0,ULTA SALON COSM.+FRAGR.,US90384S3031,United States,"Equity, ISIN US90384S3031, WKN A0M240, 34U",Equity
0,"ULTRA CLEAN HLDGS DL-,001",US90385V1070,United States,"Equity, ISIN US90385V1070, WKN A0B9LA, UCE",Equity
0,"ULTRA ELECTR.HLDGS LS-,05",GB0009123323,United Kingdom,"Equity, ISIN GB0009123323, WKN 909716, UEH",Equity
0,,US74347W8745,,PROSHARES ULTRA EURO,
0,,JP3473600009,JP,COM STK,
0,,US90400D1081,UNITED STATES OF AMERICA,SHS ULTRAGENYX PHARMACEUTICAL INC ORD REG,EQUITY
0,"ULTRALIFE CORP. DL -,10",US9038991025,United States,"Equity, ISIN US9038991025, WKN 888615, ULB",Equity
0,,BSP943981071,,SHS,
0,ULVAC INC,JP3126190002,JAPAN,"SHS ULVAC, INC.",EQUITY
0,,US9040741012,UNITED STATES OF AMERICA,SHS UMAMI SUSTAINABLE SEAFOOD INC ORD REG,EQUITY
0,UMB FINANCIAL CORP,US9027881088,UNITED STATES OF AMERICA,SHS UMB FINANCIAL CORP ORD REG,EQUITY
0,,US9030021037,,COM,
0,UMPQUA HLDGS CORP.,US9042141039,United States,"Equity, ISIN US9042141039, WKN 923587, UMQ",Equity
0,,KYG5548P1054,KY,SHS,
0,NORELCO CENTRELINE,SG1J94892465,,,
0,"UNDER ARMOUR A DL-,000333",US9043111072,United States,"Equity, ISIN US9043111072, WKN A0HL4V, U9R",Equity
0,,JP3950820005,JAPAN,SHS UNICAFE INC.,EQUITY
0,,US9046071083,,COM,
0,UNIDEN CORP.,JP3952000002,Japan,"Equity, ISIN JP3952000002, WKN 878609, UMZ",Equity
0,,US9046772003,,COM NEW,
0,,US9047081040,,COM,
0,"UNILEVER ADR LS -,031111",US9047677045,United States,"Equity, ISIN US9047677045, WKN 854342, UNVA",Equity
0,JOSHIN DENKI,JP3393000009,,,
0,,INE692A01016,,Banks,
0,,US9054001071,,COM,
0,,JP3155270006,JAPAN,SHS WEBDOJAPAN CO LTD ORD REG,EQUITY
0,"UNION PAC. DL 2,50",US9078181081,United States,"Equity, ISIN US9078181081, WKN 858144, UNP",Equity
0,,FR0000074197,,,
0,UNION TOOL,JP3950600001,,,
0,UNIPRES,JP3952550006,,,
0,,AT0000821103,,UNIQA VERSICHERUNGEN AGSTAMMAKTIEN OHNE NENNWERT,
0,MARATHON OIL DL 1,US5658491064,United States,"Equity, ISIN US5658491064, WKN 852789, USS",Equity
0,UNIS,CNE0000010T1,China,TSINGHUA UNISPLENDOUR CO LTD,
0,UNIPOL ASSICURAZIONI S.P.A. (FORMERLY :UNIPOL GRUP,IT0004810054,ITALY,SHS UNIPOL ASSICURAZIO ORD BR,EQUITY
0,,PLUNBEP00015,,,
0,"UNISYS CORP. NEW DL-,01",US9092143067,United States,"Equity, ISIN US9092143067, WKN A0YCM4, USY1",Equity
0,URANIUM PARTICIP. CD 1,CA9170171057,Canada,"Equity, ISIN CA9170171057, WKN A0EQYX, UIS",Equity
0,,INE694A01020,,,
0,UNITED AMERICAN HEALTHCARE CORPORATION,US90934C1053,UNITED STATES OF AMERICA,SHS UNITED AMER. HEALTHCARE CORP.,EQUITY
0,UNITED ARROWS LIMITED,JP3949400000,JAPAN,SHS UNITED ARROWS LTD,EQUITY
0,,US9094581017,,COM,
0,,US9099071071,,COM,
0,UNITED COAL HOLDINGS LTD,CA90982Q1054,CANADA,SHS UNITED COAL HOLD ORD REG,EQUITY
0,UNITED COMMUNICATIONS PARTNERS INC,US90983A1097,UNITED STATES OF AMERICA,SHS UNITED COMM PART ORD REG,EQUITY
0,,US90984P3038,,COM,
0,"UNITED CONTL HLDGS DL-,01",US9100471096,United States,"Equity, ISIN US9100471096, WKN A1C6TV, UAL1",Equity
0,,US9103401082,,COM,
0,,US9105711082,,COM,
0,PEUGEOT SA EO 1,FR0000121501,France,"Equity, ISIN FR0000121501, WKN 852363, PEU",Equity
0,,SG1K37001643,Singapore,Real Estate Management & Development,
0,,US9107101027,,COM,
0,United Labels AG,DE0005489561,Germany,"Equity, ISIN DE0005489561, WKN 548956, ULC",Equity
0,"UTD NATURAL FOODS DL-,01",US9111631035,United States,"Equity, ISIN US9111631035, WKN 903615, UN3",Equity
0,,US91288X1090,,UNIT BEN INT,
0,,INE458F01011,,,
0,UTD OVERSEAS AUST,AU000000UOS4,,,
0,UTD OV. BK SD 1,SG1M31001969,Singapore,"Equity, ISIN SG1M31001969, WKN 878618, UOB",Equity
0,UTD. OVERS. INSUR. SD 1,SG1M91002014,Singapore,"Equity, ISIN SG1M91002014, WKN 932794, IZB",Equity
0,UNITED PARCEL SE.B DL-01,US9113121068,United States,"Equity, ISIN US9113121068, WKN 929198, UPAB",Equity
0,"UNITED RENTALS INC.DL-,01",US9113631090,United States,"Equity, ISIN US9113631090, WKN 911443, UR3",Equity
0,,US9114601035,,COM,
0,,US9115491030,,COM,
0,BIONOMICS LTD.,AU000000BNO5,Australia,"Equity, ISIN AU000000BNO5, WKN 936199, B1N",Equity
0,,US91167Q1004,,UNIT,
0,,US91201T1025,,UNITS,
0,United States Oil & Gas Corp.,US91232R1095,United States,"Equity, ISIN US91232R1095, WKN A0MV0Y, NG5B",Equity
0,"DNO INTL ASA A NK -,25",NO0003921009,Norway,"Equity, ISIN NO0003921009, WKN 865623, NK1A",Equity
0,,US9126132052,,UNITS,
0,UNITED STATES STEEL CORP.,US9129091081,United States,"Equity, ISIN US9129091081, WKN 529498, USX1",Equity
0,RTX TELECOM AS NAM. DK 5,DK0010267129,Denmark,"Equity, ISIN DK0010267129, WKN 939166, RTE",Equity
0,"UTD THERAP. (DEL.) DL-,01",US91307C1027,United States,"Equity, ISIN US91307C1027, WKN 923818, UTH",Equity
0,,JP3045540006,Japan,Real Estate Investment Trusts (Reits),
0,,US91324P1021,,COM,
0,UNITRONICS (1989),IL0010838311,,,
0,UNITIKA LTD,JP3951200009,Japan,"Equity, ISIN JP3951200009, WKN 862874, UTN",Equity
0,,US9132591077,,COM,
0,,US9132901029,,COM,
0,,JP3821400003,JAPAN,SHS FUJI UNIVANCE CORP.,EQUITY
0,UNIVERSAL ENTERTAINMENT (FORMERLY KNOWN AS ARUZE C,JP3126130008,JAPAN,SHS UNIVERSAL ENTERTA. ORD REG,EQUITY
0,UNIV. HEALTH SERV.B DL-01,US9139031002,United States,"Equity, ISIN US9139031002, WKN 866462, UHS",Equity
0,,US9138371003,,COM,
0,UNIVERSE INTL FINANCIAL HOLDIING LTD,BMG928811790,Bermuda,,
0,,US9140901052,US,COM,
0,,US9152711001,,COM,
0,UNI SELECT,CA90457D1006,,,
0,,US9031191052,,COM,
0,"UNUM GROUP DL-,10",US91529Y1064,United States,"Equity, ISIN US91529Y1064, WKN 872055, UUM",Equity
0,"UOB-KAY HIAN SD-,10",SG1J21887414,Singapore,"Equity, ISIN SG1J21887414, WKN 898717, 4LJ",Equity
0,UNIVERSAL POTASH CORP.,US91378T1097,UNITED STATES OF AMERICA,SHS UNIVERSAL POTASH ORD REG,EQUITY
0,UNIPETROL AS INH. KC 100,CZ0009091500,Czech Republic,"Equity, ISIN CZ0009091500, WKN 908890, UPL",Equity
0,"UQM TECHNOL. DL-,01",US9032131065,United States,"Equity, ISIN US9032131065, WKN 908067, UQM",Equity
0,URANERZ ENERGY CORP.,US91688T1043,United States,"Equity, ISIN US91688T1043, WKN A0F5XB, U9E",Equity
0,"URANIUM ENERGY DL-,001",US9168961038,United States,"Equity, ISIN US9168961038, WKN A0JDRR, U6Z",Equity
0,URANIUM PARTICIP. CD 1,CA9170171057,Canada,"Equity, ISIN CA9170171057, WKN A0EQYX, UIS",Equity
0,"URBAN OUTFITTERS DL-,0001",US9170471026,United States,"Equity, ISIN US9170471026, WKN 888903, UOF",Equity
0,,US9172731047,,COM,
0,,US9172862057,US,CL A,
0,,US9172861067,US,COM,
0,URTHECAST CORP (FORMERLY KNOWN AS LONGFORD ENERGY,CA91731X1024,CANADA,SHS URTHECAST CORP ORD REG,EQUITY
0,"U.S. AIRWAYS GROUP DL-,01",US90341W1080,United States,"Equity, ISIN US90341W1080, WKN A0HFWK, USG1",Equity
0,,US90333L2016,,COM NEW,
0,US ECOLOGY INC. DL-01,US91732J1025,United States,"Equity, ISIN US91732J1025, AFH",Equity
0,,PLMNTHL00016,PL,AFH,
0,US ENERGY INITIATIVES CORPORATION,US90342S1069,UNITED STATES OF AMERICA,SHS US ENERGY INITIATIVES CORP.,EQUITY
0,US NATONAL TELECOM INC (FORMERLY KNOWN AS YI WAN G,US90344A3014,UNITED STATES OF AMERICA,SHS US NATONAL TELECOM ORD REG,EQUITY
0,US PRECIOUS METALS INC,US91239R1023,UNITED STATES OF AMERICA,SHS US PRECIOUS METALS ORD REG,EQUITY
0,,CNE100000437,China,Electrical Equipment,
0,,US90346E1038,,COM,
0,,US9029251066,,COM,
0,USANA HEALTH,US90328M1071,United States,"Equity, ISIN US90328M1071, WKN 923145, USJ",Equity
0,"USG CORP. DL-,10",US9032934054,United States,"Equity, ISIN US9032934054, WKN 852784, US2",Equity
0,,INE240C01028,,,
0,USHIO INC,JP3156400008,,,
0,USU Software AG,DE000A0BVU28,Germany,"Equity, ISIN DE000A0BVU28, WKN A0BVU2, OSP2",Equity
0,,US9174881089,,COM,
0,,US81369Y8865,,UTILS,
0,CHINA BAOFENG (INTERNATIONAL) LIMITED,KYG2119C1006,Cayman Islands,,
0,,JP3829900004,JP,COM STK,
0,,CNE000001378,CN,REGISTERED\SHARES A\CNY1.00,
0,,INE956G01038,IN,EQ NEW RS. 2/-,
0,"VAALCO EN. INC. DL-,10",US91851C2017,United States,"Equity, ISIN US91851C2017, WKN 883016, VAW",Equity
0,,US9186411016,US,COM,
0,,US91879Q1094,US,COM,
0,"MTN GROUP LTD. RC-,0001",ZAE000042164,South Africa,"Equity, ISIN ZAE000042164, WKN 897024, LL6",Equity
0,"VALCOM (DEL) DL -,001",US91888T4094,United States,"Equity, ISIN US91888T4094, WKN A0LGBJ, VAM1",Equity
0,VALE S.A. ADR,US91912E1055,United States,"Equity, ISIN US91912E1055, WKN A0RN7M, CVLB",Equity
0,"VALERO ENERGY CORP.DL-,01",US91913Y1001,United States,"Equity, ISIN US91913Y1001, WKN 908683, VLE",Equity
0,VALERO ENERGY PARTNERS LP,US91914J1025,United States,Fund Units,Fund
0,VALLEY NATL BANCORP,US9197941076,United States,"Equity, ISIN US9197941076, WKN 874148, VNB",Equity
0,VALMONT IND. INC. DL 1,US9202531011,United States,"Equity, ISIN US9202531011, WKN 858096, VI1",Equity
0,VALOR,JP3778400006,,,
0,VALORA HLDG NA SF 1,CH0002088976,Switzerland,"Equity, ISIN CH0002088976, WKN 870262, VLON",Equity
0,,US9229086296,US,VANGUARD MID-CAP ETF,
0,,PLVNDEX00013,,,
0,,US9204371002,,COM,
0,,JP3778390009,JAPAN,SHS VALUECOMMERCE CO LTD,EQUITY
0,,BMG9316Y1084,BM,SHS,
0,,US92206C7305,US,VANGUARD RUSSELL 1000INDEX FD ETF SHS,
0,"VANDA PHARMAC.INC.DL-,001",US9216591084,United States,"Equity, ISIN US9216591084, WKN A0JJT3, VM4",Equity
0,VAN DE VELDE SA,BE0003839561,BELGIUM,SHS VAN DE VELDE NV,EQUITY
0,,US92204A3068,US,VANGUARD ENERGY ETF,
0,,JP3163600004,JP,COM STK,
0,,US9220362076,US,COM,
0,,KYG9320E1061,KY,SHS,
0,"VANTAGE DRILLING DL-,001",KYG932051132,Cayman Islands,"Equity, ISIN KYG932051132, WKN A0Q4J2, VDL",Equity
0,,CA92203G1063,CA,VANGUARD CANADIAN SHORT TERM BOND INDEX ETF UNITS,
0,,US91912N1054,UNITED STATES OF AMERICA,SHS VAPE HLDS INC ORD REG,EQUITY
0,VAPORBRANDS INTERNATIONAL INC (FORMERLY TTCM CHI,US9221051017,UNITED STATES OF AMERICA,SHS VAPORBRANDS INTL ORD REG,EQUITY
0,,INE701A01023,,,
0,Varengold Wertpapierhandelsbank AG,DE0005479307,Germany,"Equity, ISIN DE0005479307, WKN 547930, VG8",Equity
0,VARIAN MEDICAL SYS DL 1,US92220P1057,United States,"Equity, ISIN US92220P1057, WKN 852812, VNM",Equity
0,"VICOR CORP. DL-,01",US9258151029,United States,"Equity, ISIN US9258151029, WKN 881341, VCV",Equity
0,,US46131M1062,UNITED STATES OF AMERICA,SHS INVESCO TR.INV.GRADE MUNICIP. TRUST II,EQUITY
0,"VATUKOULA GOLD M. LS -,05",GB00B52ZLG09,United Kingdom,"Equity, ISIN GB00B52ZLG09, WKN A1C7L0, RDC5",Equity
0,N.A.,CNE000000545,China,ZHONGYUAN UNION STEM CELL BIOENGINEERING CORPORATI,
0,NITTO FLOUR MILLING,JP3683200004,,,
0,VECIMA NETWORKS INC (FORMERLY AS VCOM INC),CA92241Y1016,CANADA,SHS VECIMA NETWORKS INC COMMON ORD REG,EQUITY
0,"VECTOR GRP LTD DL-,10",US92240M1080,United States,"Equity, ISIN US92240M1080, WKN 874420, VGR",Equity
0,VECTOR,JP3835400007,,,
0,VVC Exploration Corp.,CA9184061096,Canada,"Equity, ISIN CA9184061096, WKN 692618, V7S",Equity
0,VECTREN CORP.,US92240G1013,United States,"Equity, ISIN US92240G1013, WKN 927171, VET",Equity
0,,KYG9327M1015,KY,SHS,
0,Vedanta Resources,GB0033277061,United Kingdom,"Equity, ISIN GB0033277061, WKN A0BKZ0, VR9",Equity
0,"VEECO INSTRUMENTS DL-,01",US9224171002,United States,"Equity, ISIN US9224171002, WKN 896007, VEO",Equity
0,,KYG9326E1263,KY,SHS,
0,VEEVA SYSTEMS INC.,US9224751084,UNITED STATES OF AMERICA,SHS VEEVA SYSTEMS INC. ORD REG,EQUITY
0,Curcho Capital SE,DE000A1C8PY2,Germany,"Equity, ISIN DE000A1C8PY2, WKN A1C8PY, LCP",Equity
0,VELAN INC,CA9229321083,CANADA,SHS VELAN INC ORD REG,EQUITY
0,VELCAN ENERGY,FR0010245803,FRANCE,SHS VELCAN ENERGY,EQUITY
0,,AU000000VLC2,AU,EXCHANGE TRADED FUND UNITS FULLY PAID,
0,"VENOCO INC. DL -,01",US92275P3073,United States,"Equity, ISIN US92275P3073, WKN A0LEKN, V9D",Equity
0,"VENTAS INC. DL-,25",US92276F1003,United States,"Equity, ISIN US92276F1003, WKN 878380, VEN",Equity
0,CEGEREAL SA,FR0010309096,FRANCE,SHS CEGEREAL SA ORD BR,EQUITY
0,,US92204A1088,US,VANGUARD CONSUMER,
0,VENTRACOR LTD,AU000000VCR9,,,
0,"VENTURE SD-,25",SG0531000230,Singapore,"Equity, ISIN SG0531000230, WKN 890753, VEM",Equity
0,,GB00BFPM8908,GB,ORD GBP0.003,
0,VENTURE MINERALS LTD,AU000000VMS6,AUSTRALIA,SHS VENTURE MINERALS LTD,EQUITY
0,"VENTAS INC. DL-,25",US92276F1003,United States,"Equity, ISIN US92276F1003, WKN 878380, VEN",Equity
0,"VERA BRADLEY INC. DL-,01",US92335C1062,United States,"Equity, ISIN US92335C1062, WKN A1C7RU, ELI",Equity
0,,US92336E2000,UNITED STATES OF AMERICA,SHS VERACITY MANAGEMENT GLOBAL/US ORD REG,EQUITY
0,,US92337C1045,,COM,
0,,US9229085959,US,VANGUARD SMALL-CAP GROWTHETF,
0,VERBIO Vereinigte BioEnergie AG,DE000A0JL9W6,Germany,"Equity, ISIN DE000A0JL9W6, WKN A0JL9W, VBK",Equity
0,NATIONAL PRESTO IND.INC.,US6372151042,UNITED STATES OF AMERICA,SHS NATIONAL PRESTO IN ORD REG,EQUITY
0,"AMAZON MNG HLDG LS -,25",GB00B23TJD34,United Kingdom,"Equity, ISIN GB00B23TJD34, WKN A0YCLX, AZA",Equity
0,NAMPAK LIMITED,ZAE000071676,SOUTH AFRICA,SHS NAMPACK LTD(ORD),EQUITY
0,,GB00B02QND93,Great Britain - GB,ORD GBP0.0033,
0,,IL0010830391,Icelandrael,EUTR,
0,VERIFY SMART CORP (FORMERLY KNOWN AS TREASURE EX,US92346H1023,UNITED STATES OF AMERICA,SHS VERIFY SMART CORP/US ORD REG,EQUITY
0,VERINT SYSTEMS INC DL-001,US92343X1000,United States,"Equity, ISIN US92343X1000, WKN 541561, VTY",Equity
0,VeriSign Inc.,US92343E1029,United States,"Equity, ISIN US92343E1029, WKN 911090, VRS",Equity
0,VERISK ANALYTICS A DL-001,US92345Y1064,United States,"Equity, ISIN US92345Y1064, WKN A0YA2M, VA7A",Equity
0,Verizon Communications Inc.,US92343V1044,United States,"Equity, ISIN US92343V1044, WKN 868402, BAC",Equity
0,VERBUND AG,AT0000746409,Austria,"Equity, ISIN AT0000746409, WKN 877738, OEWA",Equity
0,"VERNALIS PLC NEW LS-,01",GB00B3Y5L754,United Kingdom,"Equity, ISIN GB00B3Y5L754, WKN A0RM65, BBP2",Equity
0,VeriSign Inc.,US92343E1029,United States,"Equity, ISIN US92343E1029, WKN 911090, VRS",Equity
0,,GB00B8YZTJ80,Great Britain - GB,ORD GBP0.01,
0,,US92534K1079,,COM,
0,"VERTEX PHARMAC. DL-,01",US92532F1003,United States,"Equity, ISIN US92532F1003, WKN 882807, VX1",Equity
0,,GB00B1GK4645,Great Britain - GB,ORD GBP0.10,
0,Vestcorp AG,DE000A0Z2334,Germany,"Equity, ISIN DE000A0Z2334, WKN A0Z233, VES",Equity
0,VESTIAGE INC.(FORMERLY KNOWN AS EMPIRE PIZZA HOLDI,US92548W1053,UNITED STATES OF AMERICA,SHS VESTIAGE INC. ORD REG,EQUITY
0,VETROPACK HLDG INH. SF 50,CH0006227612,Switzerland,"Equity, ISIN CH0006227612, WKN 871146, VV2",Equity
0,V.F. CORP.,US9182041080,United States,"Equity, ISIN US9182041080, WKN 857621, VFP",Equity
0,"VIACOM INC. B DL-,001",US92553P2011,United States,"Equity, ISIN US92553P2011, WKN A0HM1Q, VCX",Equity
0,VIASAT INC.,US92552V1008,United States,"Equity, ISIN US92552V1008, WKN 908189, VS1",Equity
0,,JP3631000001,JAPAN,SHS TOMOEGAWA PAPER CO LTD,EQUITY
0,"VICOR CORP. DL-,01",US9258151029,United States,"Equity, ISIN US9258151029, WKN 881341, VCV",Equity
0,"CHINA AUTOMATION HD-,01",KYG2112N1117,Cayman Islands,"Equity, ISIN KYG2112N1117, WKN A0YFJF, 3CAA",Equity
0,VICPLAS INTL,SG1G57870584,,,
0,,US92644G1031,US,COM,
0,,FR0010291245,FR,ORDINARY SHARE EUR 0-40,
0,,IL0011237778,IL,SHARE,
0,VICAT INH. EO 4,FR0000031775,France,"Equity, ISIN FR0000031775, WKN 852366, 4HM",Equity
0,,GB0009292243,,Chemicals,
0,,BMG9362D1074,BERMUDA,SHS VIDA GREEN LTD ORD REG,EQUITY
0,VIDEO DISPLAY CORP.,US9265551039,United States,"Equity, ISIN US9265551039, WKN 923154, VDC",Equity
0,VIENNA INSURANCE GRP INH.,AT0000908504,Austria,"Equity, ISIN AT0000908504, WKN A0ET17, WSV2",Equity
0,,US9219088443,US,VANGUARD DIVIDEND APPRECIATIONETF,
0,VEOLIA ENVIRONNE. EO 5,FR0000124141,France,"Equity, ISIN FR0000124141, WKN 501451, VVD",Equity
0,VIENTO GROUP LTD,AU000000VIE4,Australia,"Equity, ISIN AU000000VIE4, WKN A0M9R1, WRF",Equity
0,VIEWCAST.COM INC,US9267131087,UNITED STATES OF AMERICA,SHS VIEWCAST COM INC.,EQUITY
0,,AU000000VLW0,AU,STAPLED SECURITIES,
0,,CA92707Y1088,CA,VILLAGE FARMS INTERNATIONAL INC COMMON,
0,,AU000000VRL0,AU,ORDINARY FULLY PAID,
0,,JP3159960008,JP,COM STK,
0,,CH0002609656,CH,ACT.NOM.,
0,Villeroy & Boch AG Vz,DE0007657231,Germany,"Equity, ISIN DE0007657231, WKN 765723, VIB3",Equity
0,"VILMORIN+CIE.INH.EO 15,25",FR0000052516,France,"Equity, ISIN FR0000052516, WKN 888517, 4HL",Equity
0,PERNOD-RICARD O.N.,FR0000120693,France,"Equity, ISIN FR0000120693, WKN 853373, PER",Equity
0,VINCENT MEDICAL HOLDINGS LIMITED,KYG9367D1025,Cayman Islands,,
0,,KYG9360V1095,KY,SHS,
0,"VINDA INTL HLDGS HD-,10",KYG9361V1086,Cayman Islands,"Equity, ISIN KYG9361V1086, WKN A0MWAV, 31V",Equity
0,,INE707A01012,,,
0,,US92763M1053,UNITED STATES OF AMERICA,SHS VIPER ENERGY PARTNERS ORD REG,EQUITY
0,VIPER NETWORKS,US92762R1059,United States,"Equity, ISIN US92762R1059, WKN A0BKZA, J2C",Equity
0,,US92763W1036,,SPONSORED ADR,
0,,INE946H01037,,,
0,,FR0004056851,France,EUTR,
0,VIRALYTICS LTD (FORMERLY KNOWN AS PSIRON LTD),AU000000VLA6,AUSTRALIA,SHS VIRALYTICS LTD ORD REG,EQUITY
0,VIRATECH CORP,US9276471078,UNITED STATES OF AMERICA,SHS VIRATECH CORP ORD REG,EQUITY
0,,FR0000031577,,,
0,,US9276511097,,COM,
0,ANTHEM RESOURCES INC (FORMERLY VIRGINIA ENERGY,CA92780V1040,CANADA,SHS VIRGINIA ENERGY ORD REG,EQUITY
0,,US92823T1088,,COM,
0,"VIROPRO INC. DL-,001",US9282422057,United States,"Equity, ISIN US9282422057, WKN A0BKVE, VI5",Equity
0,VIRSCEND EDUCATION COMPANY LIMITED,KYG936691024,Cayman Islands,,
0,VIRTUAL SOURCING INC,US92829C1099,UNITED STATES OF AMERICA,SHS VIRTUAL SOURCING ORD REG,EQUITY
0,VIRTUS HEALTH PTY LTD,AU000000VRT3,AUSTRALIA,SHS VIRTUS HEALTH PTY ORD REG,EQUITY
0,,US92828Q1094,,COM,
0,,US92829A1034,UNITED STATES OF AMERICA,SHS VIRTUS TOTAL RETURN FUND,EQUITY
0,,US92827P1021,,COM,
0,VISA INC. CLASS A,US92826C8394,United States,"Equity, ISIN US92826C8394, WKN A0NC7B, 3V64",Equity
0,,INE286H01012,IN,VISA STEEL LIMITED EQ,
0,,INE370E01029,IN,VISAGAR POLYTEX LIMITED EQ NEW F.V. RE.1/-,
0,,INE392A01013,IN,VISAKA INDUSTRIES LIMITED EQ,
0,Viscom AG,DE0007846867,Germany,"Equity, ISIN DE0007846867, WKN 784686, V6C",Equity
0,"VISCOUNT SYSTEMS DL-,001",US92829M1071,United States,"Equity, ISIN US92829M1071, WKN 542195, VS4",Equity
0,"VISHAY INTERTECH. DL-,10",US9282981086,United States,"Equity, ISIN US9282981086, WKN 861320, VHY",Equity
0,,US92835K1034,,COM,
0,KIMURATAN CORPORATION,JP3242400004,JAPAN,SHS KIMURATAN CORP.,EQUITY
0,,IL0003500175,IL,SHARE,
0,,US9229087690,US,VANGUARD TOTAL STK MKT ETF,
0,VIROTEC INTL,AU000000VTI2,,,
0,VISTA GOLD CORP.(NEW),CA9279263037,Canada,"Equity, ISIN CA9279263037, WKN A0MRZD, JEJ",Equity
0,VISTA INTERNATIONAL TECHNOLOGIES INC,US9283662024,UNITED STATES OF AMERICA,SHS VISTA INTL TECHNOL ORD REG,EQUITY
0,"VISTEON CORP.NEW DL-,01",US92839U2069,United States,"Equity, ISIN US92839U2069, WKN A1C6VY, VS51",Equity
0,,US92843Q1004,UNITED STATES OF AMERICA,SHS VISUAL FRONTIER INC,EQUITY
0,,GB00B11SZ269,Great Britain - GB,ORD GBP0.01,
0,VALSOIA SPA,IT0001018362,ITALY,SHS VALSOIA SPA ORD BR,EQUITY
0,VITAL METALS LTD,AU000000VML1,Australia,"Equity, ISIN AU000000VML1, WKN A0F5YD, VJF",Equity
0,VITALITY PRODUCTS INC.,CA92847D1050,Canada,"Equity, ISIN CA92847D1050, WKN A0MXLC, 36V",Equity
0,"VITAMIN BLUE, INC.",US92849G1067,UNITED STATES OF AMERICA,"SHS VITAMIN BLUE, INC ORD REG",EQUITY
0,"VALASSIS COMMCTNS DL-,01",US9188661048,United States,"Equity, ISIN US9188661048, WKN 883672, VAA",Equity
0,VITRO DIAGNOSTICS,US9285013036,UNITED STATES OF AMERICA,SHS VITRO DIAGNOSTICS INC.,EQUITY
0,HIGASHI NIHON HOUSE CO.LTD,JP3783500006,JAPAN,SHS HIGASHI NIHON HOUSE CO.LTD,EQUITY
0,,JP3694000005,JAPAN,SHS JAPAN PULP+PAPER LTD,EQUITY
0,,KYG9374E1199,KY,SHS NEW HKD 0.05,
0,,US9219438580,US,FTSE DEVELOPED MKTS ETF,
0,,FR0000127771,,,
0,JOBAN KAIHATSU CO. LTD.,JP3393200005,JAPAN,SHS JOBAN KAIHATSU CO LTD,EQUITY
0,VIXTEL TECHNOLOGIES HOLDINGS LIMITED,KYG937491028,Cayman Islands,,
0,ETFS METAL SECURITIES LTD.,DE000A0N62D7,"JERSEY, C.I.",UNT EFTS METAL SECS XXXXXX,UNIT
0,,INE665J01013,IN,EQ,
0,,AU000000VMT4,AU,NPV,
0,VMWARE INC,US9285634021,UNITED STATES OF AMERICA,SHS VMWARE INC ORD REG,EQUITY
0,,JP3893700009,JP,COM STK,
0,VECTREN CORP.,US92240G1013,United States,"Equity, ISIN US92240G1013, WKN 927171, VET",Equity
0,,AU000000VET1,AUSTRALIA,SHS VOCATION LIMITED ORD REG,EQUITY
0,,US92857F1075,,COM,
0,,ES0114820113,,VOC/AC 0.20,
0,,US91829B1035,,TR UNIT,
0,VOCUS COMMUNICATIONS LTD,AU000000VOC6,AUSTRALIA,SHS VOCUS COMMUNICAT. ORD REG,EQUITY
0,,GB00BH4HKS39,GB,ORD USD0.2095238,
0,,ZAE000132577,,ORDINARY SHARE,
0,,GB00B0CM0C50,Great Britain - GB,ORD GBP0.01,
0,,BMG938831093,,SHS,VODATEL NE
0,Volkswagen AG St,DE0007664005,Germany,"Equity, ISIN DE0007664005, WKN 766400, VOW",Equity
0,,US92204A5048,US,VANGUARD HEALTH CARE ETF,
0,"VOLT INFO. SCIE. DL-,10",US9287031077,United States,"Equity, ISIN US9287031077, WKN 864474, VOM",Equity
0,,GG00B1GHHH78,"Guernsey, C.I. - GG",NPV,
0,,US92870X3098,,COM NEW,
0,,US33736G1067,UNITED STATES OF AMERICA,SHS FIRST TRUST ISE GLOBAL WIND ENERGY FD,EQUITY
0,FABRINET,KYG3323L1005,Cayman Islands,"Equity, ISIN KYG3323L1005, WKN A0Q2S5, FAN",Equity
0,,GB00BN3ZZ526,GB,ORD GBP0.01 WI,
0,"VONAGE HLDGS CORP. DL-,01",US92886T2015,United States,"Equity, ISIN US92886T2015, WKN A0JM16, V1Y",Equity
0,,DE000A1ML7J1,DE,NAMENS-AKTIEN O.N.,
0,VONTOBEL HLDG AG NA SF 1,CH0012335540,Switzerland,"Equity, ISIN CH0012335540, WKN 675054, VTLN",Equity
0,,US9290421091,United States,Real Estate Investment Trusts (Reits),
